lang;descr;label;size;run_id;time
Python;default;Python (default);S;1;0.574739933014
Python;default;Python (default);S;2;0.556735992432
Python;default;Python (default);S;3;0.550293922424
Python;default;Python (default);M;1;1.44337487221
Python;default;Python (default);M;2;1.47091007233
Python;default;Python (default);M;3;1.43971204758
Python;default;Python (default);L;1;3.79633998871
Python;default;Python (default);L;2;3.73342895508
Python;default;Python (default);L;3;3.81525397301
